type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
Co-op,COMPASS,169999,2,1,2184,112-30 Northern Blvd Unit 4G,"Corona, NY 11368","112-30 Northern Blvd Unit 4GCorona, NY 11368",40.7579027,-73.8562374,Queens County
Co-op,R New York,439000,1,1,950,10 Bay Street Lndg Apt 5E,"Staten Island, NY 10301","10 Bay Street Lndg Apt 5EStaten Island, NY 10301",40.638118,-74.073964,Richmond County
House,Tscherne Realty Inc,758000,3,2,1760,83-12 Doran Ave,"Glendale, NY 11385","83-12 Doran AveGlendale, NY 11385",40.708633,-73.865415,Queens County
Co-op,B Square Realty,448000,3,1,2184,162-31 9th Ave Unit 6B,"Whitestone, NY 11357","162-31 9th Ave Unit 6BWhitestone, NY 11357",40.7932677,-73.7984822,Queens County
Townhouse,COMPASS,2977000,4,4,2601,10 Carroll St,"Brooklyn, NY 11231","10 Carroll StBrooklyn, NY 11231",40.6834305,-74.005483,Kings County
Co-op,Brown Harris Stevens,385000,1,1,900,2500 Johnson Ave Apt 12M,"Bronx, NY 10463","2500 Johnson Ave Apt 12MBronx, NY 10463",40.876794,-73.9177034,Bronx County
House,All Going Realty Llc,1475000,5,4,1928,911 Hicksville Rd,"Far Rockaway, NY 11691","911 Hicksville RdFar Rockaway, NY 11691",40.5999698,-73.7455103,Queens County
House,Mitra Hakimi Realty Group LLC,978000,3,2,2184,48-49 196th St,"Fresh Meadows, NY 11365","48-49 196th StFresh Meadows, NY 11365",40.7337126,-73.7765367,Queens County
Condo,COMPASS,2700000,3,3,1398,21 India St Apt 36F,"Brooklyn, NY 11222","21 India St Apt 36FBrooklyn, NY 11222",40.7320824,-73.9610327,Kings County
Co-op,Douglas Elliman - 3544 Johnson Ave,349000,2,1,900,629 Kappock St Apt 4A,"Bronx, NY 10463","629 Kappock St Apt 4ABronx, NY 10463",40.8802558,-73.9168342,Bronx County
Townhouse,RE MAX Frontier,790000,3,2,1596,25-23 120th St,"Flushing, NY 11354","25-23 120th StFlushing, NY 11354",40.7761945,-73.8477672,Queens County
Condo,Corcoran West Side Gallery,750000,2,2,995,2 Bay Club Dr Apt 17P,"Queens, NY 11360","2 Bay Club Dr Apt 17PQueens, NY 11360",40.7784107,-73.7810479,Queens County
Co-op,Brown Harris Stevens,1195000,3,3,995,3001 Henry Hudson West Parkway Pkwy W Unit 1FG,"Bronx, NY 10463","3001 Henry Hudson West Parkway Pkwy W Unit 1FGBronx, NY 10463",40.8830898,-73.9165737,Bronx County
Co-op,COMPASS,1750000,3,3,995,285 Riverside Dr Apt 5B,"Manhattan, NY 10025","285 Riverside Dr Apt 5BManhattan, NY 10025",40.7989206,-73.9723967,New York County
House,Keller Williams Realty West Monmouth,874999,3,2,2868,93 St Stephens Pl,"Staten Island, NY 10306","93 St Stephens PlStaten Island, NY 10306",40.5771798,-74.119431,Richmond County
Co-op,Coldwell Banker M&D Good Life,324900,1,1,900,251 Seaman Ave Apt 1C,"New York, NY 10034","251 Seaman Ave Apt 1CNew York, NY 10034",40.8716437,-73.9178483,New York County
Co-op,Exit Realty DKC,97500,2,1,791,1160 Colgate Ave Apt 1D,"Bronx, NY 10472","1160 Colgate Ave Apt 1DBronx, NY 10472",40.8279037,-73.881623,Bronx County
Condo,COMPASS,2200000,2,2,2035,15 E 70th St Unit 1A,"Manhattan, NY 10021","15 E 70th St Unit 1AManhattan, NY 10021",40.7708684,-73.966733,New York County
Contingent,Momentum Real Estate LLC,999000,4,4,1798,25 Piedmont Ave,"Staten Island, NY 10305","25 Piedmont AveStaten Island, NY 10305",40.6032357,-74.0737747,Richmond County
House,RE/MAX Team,550000,2,2,995,3167 Wissman Ave,"Bronx, NY 10465","3167 Wissman AveBronx, NY 10465",40.8209689,-73.8074205,Bronx County
Co-op,RE MAX 1st Choice,519999,3,2,1100,33-44 93rd St Unit 3S,"Jackson Heights, NY 11372","33-44 93rd St Unit 3SJackson Heights, NY 11372",40.7551143,-73.8752634,Queens County
House,JM Properties,729000,2,1,1100,1700 Carlton Ave,"Staten Island, NY 10309","1700 Carlton AveStaten Island, NY 10309",40.5343207,-74.1998415,Richmond County
House,Exit All Seasons Realty,611999,3,2,2184,115-33 227th St,"Cambria Heights, NY 11411","115-33 227th StCambria Heights, NY 11411",40.6973209,-73.7315945,Queens County
House,RE MAX City Square,1500000,3,3,2100,182 Kensington St,"Brooklyn, NY 11235","182 Kensington StBrooklyn, NY 11235",40.5786182,-73.9420211,Kings County
Co-op,De Luca Realty Group INC,299999,2,1,857,44B Edgewater Park Unit 44B,"Bronx, NY 10465","44B Edgewater Park Unit 44BBronx, NY 10465",40.8227774,-73.8084775,Bronx County
House,"Tom Crimmins Realty, Ltd.",748888,2,2,1260,40 Lander Ave,"Staten Island, NY 10314","40 Lander AveStaten Island, NY 10314",40.6131085,-74.1603745,Richmond County
House,"Robert DeFalco Realty, Inc.",630000,2,2,1450,14 Buffalo St,"Staten Island, NY 10306","14 Buffalo StStaten Island, NY 10306",40.5604211,-74.1344639,Richmond County
Condo,Mcgrath Realty Inc.,1389000,2,2,1043,40 Pinehurst Ave Apt 8B,"New York, NY 10033","40 Pinehurst Ave Apt 8BNew York, NY 10033",40.849705,-73.94014,New York County
Co-op,Keller Williams Points North,319000,2,1,925,108-49 63rd Ave Unit 6F,"Forest Hills, NY 11375","108-49 63rd Ave Unit 6FForest Hills, NY 11375",40.7355842,-73.8491198,Queens County
House,Sowae Corp,319000,3,1,2184,20 Eldridge Ave,"Staten Island, NY 10302","20 Eldridge AveStaten Island, NY 10302",40.6242127,-74.1357292,Richmond County
Pending,COMPASS REALTY CENTRAL INC,1250000,6,4,2184,318 Brighton St,"Staten Island, NY 10307","318 Brighton StStaten Island, NY 10307",40.5022937,-74.2429452,Richmond County
Multi-family home,COMPASS,1199000,4,3,1848,73-38 199th St,"Fresh Meadows, NY 11366","73-38 199th StFresh Meadows, NY 11366",40.7349473,-73.7733194,Queens County
Multi-family home,UNITED NATIONAL REALTY,1500000,6,4,3328,51 Jefferson Ave,"Staten Island, NY 10306","51 Jefferson AveStaten Island, NY 10306",40.585111,-74.1036081,Richmond County
House,"Brooklyn Real Property, Inc",780000,3,2,1320,1324 E 101st St,"Brooklyn, NY 11236","1324 E 101st StBrooklyn, NY 11236",40.6384339,-73.8899834,Kings County
Co-op,Ubiq,350000,2,1,2184,655 Riverside Dr Apt 1A,"New York, NY 10031","655 Riverside Dr Apt 1ANew York, NY 10031",40.8255972,-73.9529963,New York County
Co-op,CENTURY 21 Homefront,255000,1,1,750,464 Neptune Ave Apt 4E,"Brooklyn, NY 11224","464 Neptune Ave Apt 4EBrooklyn, NY 11224",40.5792324,-73.9713245,Kings County
Condo,E House Realty & Mgt. Inc.,649000,2,2,905,217 Bay 49th St Unit 4A,"Brooklyn, NY 11214","217 Bay 49th St Unit 4ABrooklyn, NY 11214",40.5855131,-73.9883977,Kings County
House,E Realty International Corp,1480000,4,4,1596,30-07 143rd St,"Flushing, NY 11354","30-07 143rd StFlushing, NY 11354",40.7699832,-73.8257555,Queens County
House,"Homes R Us Realty of NY, Inc.",628000,3,2,1824,35 Lott Ln,"Staten Island, NY 10314","35 Lott LnStaten Island, NY 10314",40.5755968,-74.1636272,Richmond County
Co-op,CENTURY 21 Future Homes Realty,190000,2,1,875,3065 Sedgwick Ave Apt 3E,"Bronx, NY 10468","3065 Sedgwick Ave Apt 3EBronx, NY 10468",40.8766081,-73.8998497,Bronx County
Condo,Acadia Real Estate Grp LLC,450000,2,1,2184,132-50 Maple Ave Unit B4R,"Flushing, NY 11355","132-50 Maple Ave Unit B4RFlushing, NY 11355",40.7541793,-73.8310866,Queens County
Contingent,DiTommaso Real Estate,785000,3,2,1950,148 Major Ave,"Staten Island, NY 10305","148 Major AveStaten Island, NY 10305",40.5990416,-74.0674289,Richmond County
House,EXIT ALL SEASONS REALTY,699900,3,2,1240,62-22 65th St,"Middle Village, NY 11379","62-22 65th StMiddle Village, NY 11379",40.71397,-73.8970573,Queens County
Multi-family home,Corcoran Long Island City,2495000,3,4,2184,69-04 Ditmars Blvd,"Queens, NY 11370","69-04 Ditmars BlvdQueens, NY 11370",40.7679759,-73.899664,Queens County
Co-op,Houlihan Lawrence,149999,1,1,850,4295 Webster Ave Apt 4B,"Bronx, NY 10470","4295 Webster Ave Apt 4BBronx, NY 10470",40.8992144,-73.8624103,Bronx County
Co-op,New York Residential R E,208000,1,1,610,159-04 16th Ave Unit 6-68,"Whitestone, NY 11357","159-04 16th Ave Unit 6-68Whitestone, NY 11357",40.7398044,-73.9980373,New York County
Pending,Pride Estates,172800,1,1,750,2010 E 58th St Unit 120B,"Brooklyn, NY 11234","2010 E 58th St Unit 120BBrooklyn, NY 11234",40.6149015,-73.9185548,Kings County
Multi-family home,J Milo Real Estate,1239998,4,4,2250,664 Ramona Ave,"Staten Island, NY 10309","664 Ramona AveStaten Island, NY 10309",40.5355587,-74.2075918,Richmond County
House,Signature Premier Properties,1350000,3,3,2184,76-73 173rd St,"Fresh Meadows, NY 11366","76-73 173rd StFresh Meadows, NY 11366",40.724706,-73.7957477,Queens County
House,"Robert Defalco Realty, Inc.",889000,3,2,2362,107 S Railroad St,"Staten Island, NY 10312","107 S Railroad StStaten Island, NY 10312",40.5395766,-74.1810757,Richmond County
Condo,Corcoran Brooklyn Heights,1300000,2,2,1100,529 Court St Apt 406,"Brooklyn, NY 11231","529 Court St Apt 406Brooklyn, NY 11231",40.6746458,-73.9992831,Kings County
Co-op,Douglas Elliman - New Hyde Park,310000,2,1,675,247-16A 76 Ave Unit 1FL,"Bellerose, NY 11426","247-16A 76 Ave Unit 1FLBellerose, NY 11426",40.7444053,-73.7237661,Queens County
Pending,RE MAX Edge,1149000,7,4,3617,1949 Benedict Ave,"Bronx, NY 10462","1949 Benedict AveBronx, NY 10462",40.8343858,-73.8590313,Bronx County
Co-op,Miller & Miller Real Estate,239900,1,1,585,71-27 260th St Unit A2,"Glen Oaks, NY 11004","71-27 260th St Unit A2Glen Oaks, NY 11004",40.7516659,-73.7183001,Queens County
Co-op,Tworealestate Llc,257000,3,1,450,40 Brighton 1st Rd Apt 11D,"Brooklyn, NY 11235","40 Brighton 1st Rd Apt 11DBrooklyn, NY 11235",40.5756277,-73.9667833,Kings County
Condo,Midas Realty,1090000,2,2,1860,207-15 Melissa Ct Unit 219L,"Bayside, NY 11360","207-15 Melissa Ct Unit 219LBayside, NY 11360",40.7879226,-73.7863723,Queens County
Multi-family home,Budget Real Estate Nyc Inc,799999,6,2,2184,1278 E 56th St,"Brooklyn, NY 11234","1278 E 56th StBrooklyn, NY 11234",40.6245872,-73.9219517,Kings County
Multi-family home,"Robert DeFalco Realty, Inc.",1195000,3,2,2700,72 Jeanette Ave,"Staten Island, NY 10312","72 Jeanette AveStaten Island, NY 10312",40.5424657,-74.1746625,Richmond County
Co-op,CENTURY 21 Galvez,340000,2,1,900,6035 Broadway Apt 6N,"Bronx, NY 10471","6035 Broadway Apt 6NBronx, NY 10471",40.8919476,-73.8973687,Bronx County
House,RE MAX 1st Choice,1375000,6,2,1596,33-14 154th St,"Flushing, NY 11354","33-14 154th StFlushing, NY 11354",40.7681033,-73.8107752,Queens County
House,Taranto Realty,749000,3,1,1644,668 Bard Ave,"Staten Island, NY 10310","668 Bard AveStaten Island, NY 10310",40.6267035,-74.1052076,Richmond County
Pending,Keller Williams Realty Liberty,1399000,5,4,2184,84-26 87th St,"Woodhaven, NY 11421","84-26 87th StWoodhaven, NY 11421",40.6960034,-73.8584205,Queens County
Co-op,COMPASS,775000,3,2,1880,175 E 62nd St Apt 14A,"Manhattan, NY 10065","175 E 62nd St Apt 14AManhattan, NY 10065",40.7636632,-73.9655082,New York County
Multi-family home,Voro Llc,948000,7,3,2184,194-08 116th Ave,"Saint Albans, NY 11412","194-08 116th AveSaint Albans, NY 11412",40.694328,-73.7581979,Queens County
House,EXP Realty,880000,3,2,2184,41-39 56th St,"Woodside, NY 11377","41-39 56th StWoodside, NY 11377",40.7439956,-73.908547,Queens County
Co-op,Douglas Elliman - 1995 Broadway,699000,1,1,600,170 W 74th St Apt 607,"New York, NY 10023","170 W 74th St Apt 607New York, NY 10023",40.7794608,-73.979919,New York County
Co-op,COMPASS,2250000,4,3,2184,225 Central Park W Unit 422423,"Manhattan, NY 10024","225 Central Park W Unit 422423Manhattan, NY 10024",40.7830893,-73.9713177,New York County
Co-op,COMPASS,319000,3,1,2184,36 W 138th St Apt 51,"Manhattan, NY 10037","36 W 138th St Apt 51Manhattan, NY 10037",40.8153009,-73.9380717,New York County
Multi-family home,True Homes Inc,1300000,6,3,2184,1309 E 56th St,"Brooklyn, NY 11234","1309 E 56th StBrooklyn, NY 11234",40.6236835,-73.9213087,Kings County
Multi-family home,Fillmore Real Estate,729000,3,3,1800,8424 Glenwood Rd,"Brooklyn, NY 11236","8424 Glenwood RdBrooklyn, NY 11236",40.6391205,-73.9112362,Kings County
Condo,Real Broker Llc,425000,2,2,800,3240 Netherland Ave Apt 6A,"Bronx, NY 10463","3240 Netherland Ave Apt 6ABronx, NY 10463",40.8848915,-73.9110436,Bronx County
Co-op,Corcoran West Side Gallery,399000,1,1,2184,521 E 81st St Apt 4C,"New York, NY 10028","521 E 81st St Apt 4CNew York, NY 10028",40.7723985,-73.9482206,New York County
Co-op,Corcoran Brooklyn Heights,625000,3,1,652,28 Old Fulton St Apt 6M,"Brooklyn, NY 11201","28 Old Fulton St Apt 6MBrooklyn, NY 11201",40.702334,-73.9937463,Kings County
Co-op,Mjr Real Estate Llc,269000,1,1,700,97-37 63 Rd Unit 5F,"Rego Park, NY 11374","97-37 63 Rd Unit 5FRego Park, NY 11374",40.7318958,-73.8599645,Queens County
Condo,UNITED NATIONAL REALTY,449000,2,2,1440,1722 Forest Hill Rd,"Staten Island, NY 10314","1722 Forest Hill RdStaten Island, NY 10314",40.580134,-74.154154,Richmond County
Co-op,COMPASS,550000,3,2,1250,2041 5th Ave Apt 2B,"Manhattan, NY 10035","2041 5th Ave Apt 2BManhattan, NY 10035",40.8071957,-73.941821,New York County
Townhouse,"Homes R Us Realty of NY, Inc.",799900,3,2,2058,25 Flagship Cir,"Staten Island, NY 10309","25 Flagship CirStaten Island, NY 10309",40.5147701,-74.2022363,Richmond County
House,RE MAX Edge,758000,3,1,1200,86 Bay 46th St,"Brooklyn, NY 11214","86 Bay 46th StBrooklyn, NY 11214",40.5908794,-73.9865956,New York County
House,"Century 21 Amiable Realty Group II, Inc.",829000,4,2,1680,159-31 80th St,"Howard Beach, NY 11414","159-31 80th StHoward Beach, NY 11414",40.6565796,-73.8516349,Queens County
Condo,Ilite Realty Inc,789000,2,2,1230,40 Oceana Dr W Unit 1C,"Brooklyn, NY 11235","40 Oceana Dr W Unit 1CBrooklyn, NY 11235",40.577533,-73.958513,Kings County
House,Corcoran Brooklyn Heights,2250000,6,4,2184,144 Nassau Ave,"Brooklyn, NY 11222","144 Nassau AveBrooklyn, NY 11222",40.7246592,-73.9475691,Kings County
Co-op,COMPASS,359000,1,1,2184,229 E 81st St Unit Gh,"Manhattan, NY 10028","229 E 81st St Unit GhManhattan, NY 10028",40.7751786,-73.9550168,New York County
House,RE MAX Real Estate Professionals,1439000,6,4,1440,1019 58th St,"Brooklyn, NY 11219","1019 58th StBrooklyn, NY 11219",40.6337561,-74.003307,Kings County
Multi-family home,Exit Realty DKC,1050000,7,4,3280,1135 Croes Ave,"Bronx, NY 10472","1135 Croes AveBronx, NY 10472",40.8282228,-73.8706372,Bronx County
Co-op,Exp Realty,134500,3,1,503,601 Kappock St Apt 1G,"Bronx, NY 10463","601 Kappock St Apt 1GBronx, NY 10463",40.8789773,-73.916004,Bronx County
House,Sowae Corp,270000,4,2,2000,2417 Cambreleng Ave,"Bronx, NY 10458","2417 Cambreleng AveBronx, NY 10458",40.8550515,-73.8852304,Bronx County
Multi-family home,Key Impact Realty Group Inc,2280000,6,5,2184,137-06 Oak Ave,"Flushing, NY 11355","137-06 Oak AveFlushing, NY 11355",40.7472951,-73.8164494,Queens County
Co-op,Voro Llc,278999,1,1,2184,5811 251st St Unit Upper,"Little Neck, NY 11362","5811 251st St Unit UpperLittle Neck, NY 11362",40.7601741,-73.728329,Queens County
Multi-family home,Sowae Corp,625000,5,2,2184,371 Kosciuszko St,"Brooklyn, NY 11221","371 Kosciuszko StBrooklyn, NY 11221",40.6921071,-73.9400823,Kings County
Foreclosure,Island Advantage Realty LLC,605000,4,2,1344,253 Father Capodanno Blvd,"Staten Island, NY 10305","253 Father Capodanno BlvdStaten Island, NY 10305",40.5909939,-74.0662942,Richmond County
House,American Homes Group,529000,3,2,1150,1524 Castleton Ave,"Staten Island, NY 10302","1524 Castleton AveStaten Island, NY 10302",40.635324,-74.133679,Richmond County
Townhouse,Corcoran Park Slope,1050000,4,1,2184,1023 Union St,"Brooklyn, NY 11225","1023 Union StBrooklyn, NY 11225",40.6701878,-73.9595284,Kings County
Co-op,COMPASS,225000,3,1,2184,11 St Nicholas Ave Unit 4D,"Manhattan, NY 10026","11 St Nicholas Ave Unit 4DManhattan, NY 10026",40.7992319,-73.9526079,New York County
Townhouse,Stonegate Real Estate,1049000,3,1,1224,67101 Dartmouth St,"Forest Hills, NY 11375","67101 Dartmouth StForest Hills, NY 11375",40.7207542,-73.8537801,Queens County
Co-op,Century Homes Realty Group LLC,259000,1,1,2184,37-30 73 St Unit 1H,"Jackson Heights, NY 11372","37-30 73 St Unit 1HJackson Heights, NY 11372",40.7488599,-73.8926999,Queens County
House,Coldwell Banker Kueber Realty,599000,3,2,2184,425 Snediker Ave,"Brooklyn, NY 11207","425 Snediker AveBrooklyn, NY 11207",40.6645719,-73.8995034,Kings County
Contingent,Wonica REALTORS & Appraisers,675000,3,1,1316,192 Hart Blvd,"Staten Island, NY 10301","192 Hart BlvdStaten Island, NY 10301",40.630475,-74.100665,Richmond County
Condo,Coldwell Banker Warburg,3595000,3,3,1862,475 Greenwich St Apt 2A,"New York, NY 10013","475 Greenwich St Apt 2ANew York, NY 10013",40.7241961,-74.0091487,New York County
Contingent,J Milo Real Estate,789000,4,2,1871,19 Goff Ave,"Staten Island, NY 10309","19 Goff AveStaten Island, NY 10309",40.5248784,-74.2121776,Richmond County
Multi-family home,Keller Williams Realty Liberty,998000,6,3,1872,59-38 Linden St,"Ridgewood, NY 11385","59-38 Linden StRidgewood, NY 11385",40.7086372,-73.9026067,Queens County
Multi-family home,TOP NEST INC,889000,6,2,2280,1349 Herschell St,"Bronx, NY 10461","1349 Herschell StBronx, NY 10461",40.8368581,-73.8449273,Bronx County
House,Corcoran Park Slope,825000,2,2,1820,1666 73rd St,"Brooklyn, NY 11204","1666 73rd StBrooklyn, NY 11204",40.6163169,-73.9981652,Kings County
Multi-family home,JOSK REALTY LLC,599999,6,2,3490,919 Crescent St,"Brooklyn, NY 11208","919 Crescent StBrooklyn, NY 11208",40.6649303,-73.8670719,Kings County
House,TREBACH REALTY INC,2750000,4,2,2184,4570 Delafield Ave,"Bronx, NY 10471","4570 Delafield AveBronx, NY 10471",40.8930548,-73.9067416,Bronx County
House,BHHS Fillmore R.E.,649000,3,2,1064,2051 E 73rd St,"Brooklyn, NY 11234","2051 E 73rd StBrooklyn, NY 11234",40.6215026,-73.9066372,Kings County
Condo,Promise Realty LLC,357000,3,1,1100,5 Metropolitan Oval Apt 10F,"Bronx, NY 10462","5 Metropolitan Oval Apt 10FBronx, NY 10462",40.8389829,-73.8601515,Bronx County
Co-op,"LandSeAir Real Estate Group, Inc - Bronx Little Italy Office",119888,1,1,2184,112-50 Northern Blvd Unit 5E,"Corona, NY 11368","112-50 Northern Blvd Unit 5ECorona, NY 11368",40.7582228,-73.8559216,Queens County
Multi-family home,Joyce Realty,1099999,4,2,2185,3186 Tierney Pl,"Bronx, NY 10465","3186 Tierney PlBronx, NY 10465",40.8135939,-73.8019007,Bronx County
House,Daniel Gale Sotheby's International Realty,749000,2,1,2184,164-30 77th Rd,"Fresh Meadows, NY 11366","164-30 77th RdFresh Meadows, NY 11366",40.7236718,-73.8030548,Queens County
Multi-family home,Robert Defalco Realty Inc.,589999,4,2,1680,393 Heberton Ave,"Staten Island, NY 10302","393 Heberton AveStaten Island, NY 10302",40.6314894,-74.1348461,Richmond County
House,Homefinders of SI Inc.,749000,3,2,1332,206 Watchogue Rd,"Staten Island, NY 10314","206 Watchogue RdStaten Island, NY 10314",40.6155772,-74.1364517,Richmond County
Condo,Exp Realty,499000,3,2,1156,86-10 Dumont Ave Unit 5C,"Ozone Park, NY 11417","86-10 Dumont Ave Unit 5COzone Park, NY 11417",40.6726721,-73.8496745,Queens County
House,RUMIC Realty Inc,859000,3,3,2184,100-03 205th Pl,"Hollis, NY 11423","100-03 205th PlHollis, NY 11423",40.71176,-73.753743,Queens County
Pending,Corcoran Brooklyn Heights,599999,2,2,2184,2601 E 24th St Apt 3B,"Brooklyn, NY 11235","2601 E 24th St Apt 3BBrooklyn, NY 11235",40.5887895,-73.9452357,Kings County
House,BROOKLYN`S 4 U REALTY,899000,3,2,1324,2277 National Dr,"Brooklyn, NY 11234","2277 National DrBrooklyn, NY 11234",40.6055237,-73.9143161,Kings County
Co-op,Bright Horizons Realty Inc,315000,2,1,850,5640 Avenue T Unit 84F,"Brooklyn, NY 11234","5640 Avenue T Unit 84FBrooklyn, NY 11234",40.6142504,-73.9196974,Kings County
House,Exp Realty,950000,4,3,1746,104-02 223rd St,"Queens Village, NY 11429","104-02 223rd StQueens Village, NY 11429",40.7107548,-73.7320869,Queens County
House,Sovereign Realty Of Ny Inc,1399000,5,3,3375,91-09 165th Ave,"Howard Beach, NY 11414","91-09 165th AveHoward Beach, NY 11414",40.6491159,-73.8389887,Queens County
Condo,COMPASS,595000,3,1,660,55 Wall St Apt 714,"Manhattan, NY 10005","55 Wall St Apt 714Manhattan, NY 10005",40.7059312,-74.0093393,New York County
House,TALK OF THE TOWN REALTY C,1618000,5,2,2200,2247 E 66th St,"Brooklyn, NY 11234","2247 E 66th StBrooklyn, NY 11234",40.6148883,-73.9078973,Kings County
Pending,Douglas Elliman - Bayside,485000,6,3,2184,1311 Needham Ave,"Bronx, NY 10469","1311 Needham AveBronx, NY 10469",40.8781862,-73.8523657,Bronx County
Contingent,Century 21 Awaye Realty,748000,3,2,1592,476 Darlington Ave,"Staten Island, NY 10309","476 Darlington AveStaten Island, NY 10309",40.5342218,-74.2016301,Richmond County
Multi-family home,Ben Bay Realty Company of Staten Island LLC,1100000,3,2,1928,307 Ellis St,"Staten Island, NY 10307","307 Ellis StStaten Island, NY 10307",40.5142085,-74.2505102,Richmond County
Co-op,Century 21 Realty First,659000,1,1,440,202 Baltic St Unit 1,"Brooklyn, NY 11201","202 Baltic St Unit 1Brooklyn, NY 11201",40.6867525,-73.996485,Kings County
Multi-family home,Century Homes Realty Group LLC,1099000,6,3,2018,58-15 Granger St,"Corona, NY 11368","58-15 Granger StCorona, NY 11368",40.7385519,-73.8545527,Queens County
Condo,YourHomeSold Guarantee Realty,319000,2,2,1102,135 Sunset Blvd Unit 10135,"Bronx, NY 10473","135 Sunset Blvd Unit 10135Bronx, NY 10473",40.806951,-73.853401,Bronx County
Co-op,Legacy Estate Realty,398000,3,2,1571,170-40 Highland Ave Unit 107,"Jamaica, NY 11432","170-40 Highland Ave Unit 107Jamaica, NY 11432",40.7125699,-73.79318,Queens County
Co-op,New Heights Realty,249000,3,1,500,100 Park Terrace Ter W Unit 1H,"New York, NY 10034","100 Park Terrace Ter W Unit 1HNew York, NY 10034",40.8717961,-73.916064,New York County
Multi-family home,B Square Realty,1299000,3,2,2648,149-19 46th Ave,"Flushing, NY 11355","149-19 46th AveFlushing, NY 11355",40.7544269,-73.8114185,Queens County
House,Jaymore Realty Llc,750000,5,3,1500,13035 146th St,"South Ozone Park, NY 11436","13035 146th StSouth Ozone Park, NY 11436",40.6693291,-73.7924388,Queens County
Multi-family home,COMPASS,1100000,5,3,1916,1720 E 51st St,"Brooklyn, NY 11234","1720 E 51st StBrooklyn, NY 11234",40.6183626,-73.9260392,Kings County
House,"Robert Defalco Realty, Inc.",1275000,3,4,2380,47 Brookside Loop,"Staten Island, NY 10309","47 Brookside LoopStaten Island, NY 10309",40.5393625,-74.214287,Richmond County
House,RELIABLE SELL & BUY REALTY INC,689000,2,2,750,2848 Brighton 4th St,"Brooklyn, NY 11235","2848 Brighton 4th StBrooklyn, NY 11235",40.5817208,-73.9645608,Kings County
Co-op,Exp Realty,320000,1,1,2184,2 Dartmouth St Apt M28,"Forest Hills, NY 11375","2 Dartmouth St Apt M28Forest Hills, NY 11375",40.7192438,-73.8499268,Queens County
Townhouse,Brown Harris Stevens,3995000,5,6,2184,37 Prospect Pl Unit Townhouse,"Brooklyn, NY 11217","37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",40.6799381,-73.9764616,Kings County
Multi-family home,Prestige Homes Ny Inc,1399000,6,5,2500,128-17 143rd St,"Jamaica, NY 11436","128-17 143rd StJamaica, NY 11436",40.6717866,-73.7955639,Queens County
House,Cross Country Realty,395000,2,2,1089,111 Sunset Blvd,"Bronx, NY 10473","111 Sunset BlvdBronx, NY 10473",40.807051,-73.853819,Bronx County
House,COMPASS,1250000,4,2,2273,5037 Fieldston Rd,"Bronx, NY 10471","5037 Fieldston RdBronx, NY 10471",40.8976524,-73.9019402,Bronx County
Co-op,Keller Williams Realty Greater Nassau,719000,3,2,1440,110-11 72nd Ave Unit 4B,"Forest Hills, NY 11375","110-11 72nd Ave Unit 4BForest Hills, NY 11375",40.721289,-73.8403901,Queens County
Multi-family home,EXIT REALTY PRIVATE CLIENT,795000,3,4,1171,3121 Corlear Ave,"Bronx, NY 10463","3121 Corlear AveBronx, NY 10463",40.8809803,-73.9074446,Bronx County
Multi-family home,Cypress Estates Realty LLC,1175000,6,5,2184,115-11 142nd St,"Jamaica, NY 11436","115-11 142nd StJamaica, NY 11436",40.6820237,-73.800217,Queens County
Townhouse,Elegran Real Estate And Development,2500000,3,4,2201,240 E 29th St,"New York, NY 10016","240 E 29th StNew York, NY 10016",40.741725,-73.9786641,New York County
Multi-family home,5 Boro Realty Corp,850000,3,2,1600,3836 Laurel Ave,"Brooklyn, NY 11224","3836 Laurel AveBrooklyn, NY 11224",40.5776897,-74.0072206,Kings County
House,Elite Real Estate Group 1 Llc,1350000,4,2,2948,1932 Narragansett Ave,"Bronx, NY 10461","1932 Narragansett AveBronx, NY 10461",40.8548137,-73.8500157,Bronx County
House,"Robert DeFalco Realty, Inc.",929000,5,2,2200,314 Montreal Ave,"Staten Island, NY 10306","314 Montreal AveStaten Island, NY 10306",40.5592121,-74.1263587,Richmond County
Townhouse,EXIT HOME KEY REALTY,549990,3,2,2184,216 Hett Ave,"Staten Island, NY 10306","216 Hett AveStaten Island, NY 10306",40.5610279,-74.1050355,Richmond County
Multi-family home,Berkshire Hathaway,1550000,6,6,2184,4409 Atlantic Ave,"Brooklyn, NY 11224","4409 Atlantic AveBrooklyn, NY 11224",40.5757051,-74.0098832,Kings County
Co-op,COMPASS,265000,1,1,2184,1777 Madison Ave Apt 32,"Manhattan, NY 10035","1777 Madison Ave Apt 32Manhattan, NY 10035",40.8003865,-73.9443376,New York County
House,Milgram Brokerage,879000,4,2,1630,164-47 73rd Ave,"Fresh Meadows, NY 11366","164-47 73rd AveFresh Meadows, NY 11366",40.7282179,-73.8032584,Queens County
Land,"Nest Seekers International, Westside",1200000,3,2,2184,2316 1st Ave,"New York, NY 10035","2316 1st AveNew York, NY 10035",40.797735,-73.933806,New York County
Co-op,Floral Homes Inc,325000,2,1,2184,268-25 82nd Ave Unit 279B,"New Hyde Park, NY 11040","268-25 82nd Ave Unit 279BNew Hyde Park, NY 11040",40.7427699,-73.70245,Queens County
