type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
House,Jamie & Connie Real Estate Grp,755000,2,2,2184,202-24 45th Rd,"Bayside, NY 11361","202-24 45th RdBayside, NY 11361",40.7565607,-73.7796734,Queens County
Co-op,TREBACH REALTY INC,325000,2,2,2184,3875 Waldo Ave Apt 2E,"Bronx, NY 10463","3875 Waldo Ave Apt 2EBronx, NY 10463",40.8890553,-73.9033819,Bronx County
Co-op,Douglas Elliman  -111 Fifth Ave,1395000,2,1,2184,258 Broadway Apt 3D,"New York, NY 10007","258 Broadway Apt 3DNew York, NY 10007",40.7134524,-74.0070904,New York County
House,"Robert DeFalco Realty, Inc.",649000,3,2,980,1056 Arden Ave,"Staten Island, NY 10312","1056 Arden AveStaten Island, NY 10312",40.5434215,-74.174846,Richmond County
House,RE MAX Central,499999,2,1,800,118 Cannon Ave,"Staten Island, NY 10314","118 Cannon AveStaten Island, NY 10314",40.594453,-74.1889609,Richmond County
Multi-family home,RE MAX Elite,999998,4,4,2720,220 Nome Ave,"Staten Island, NY 10314","220 Nome AveStaten Island, NY 10314",40.5862681,-74.1585168,Richmond County
Multi-family home,Coldwell Banker American Homes,1358000,6,3,2184,1016 Putnam Ave,"Bedford Stuyvesant, NY 11221","1016 Putnam AveBedford Stuyvesant, NY 11221",40.6871306,-73.9215141,Kings County
House,TREBACH REALTY INC,1650000,5,4,2184,617 W 227th St,"Bronx, NY 10463","617 W 227th StBronx, NY 10463",40.8806865,-73.9157055,Bronx County
Co-op,Keller Williams NYC,680000,1,1,2184,299 Henry St Unit D1,"Brooklyn, NY 11201","299 Henry St Unit D1Brooklyn, NY 11201",40.6915357,-73.9956516,Kings County
Co-op,RE MAX Edge,258888,1,1,650,9031 Fort Hamilton Pkwy Apt 6C,"Brooklyn, NY 11209","9031 Fort Hamilton Pkwy Apt 6CBrooklyn, NY 11209",40.617279,-74.0267532,Kings County
Townhouse,Keller Williams Realty Greater Nassau,660000,3,2,1283,1761 Tenbroeck Ave,"Bronx, NY 10461","1761 Tenbroeck AveBronx, NY 10461",40.851494,-73.8492232,Bronx County
Co-op,Douglas Elliman - 575 Madison Ave,300000,1,1,2184,315 E 77th St Apt 4D,"New York, NY 10075","315 E 77th St Apt 4DNew York, NY 10075",40.7719231,-73.955157,New York County
Townhouse,Red Door Realty Group,318888,2,2,1270,42 Post Ln,"Staten Island, NY 10303","42 Post LnStaten Island, NY 10303",40.6384591,-74.1646633,Richmond County
Co-op,COMPASS,330000,1,2,2184,303 E 57th St Apt 19B,"Manhattan, NY 10022","303 E 57th St Apt 19BManhattan, NY 10022",40.7595774,-73.964779,New York County
House,KELLER WILLIAMS REALTY LANDMARK II,699000,2,2,2184,78-18 74th St,"Glendale, NY 11385","78-18 74th StGlendale, NY 11385",40.7037872,-73.8752532,Queens County
Co-op,COMPASS,875000,1,1,2184,15 W 72nd St Apt 5T,"Manhattan, NY 10023","15 W 72nd St Apt 5TManhattan, NY 10023",40.7769649,-73.9769247,New York County
Co-op,COMPASS,385000,2,2,1100,640 W 231st St Apt 7C,"Bronx, NY 10463","640 W 231st St Apt 7CBronx, NY 10463",40.8827696,-73.9148245,Bronx County
Co-op,Douglas Elliman - 1995 Broadway,985000,3,2,2184,84-12 35th Ave Unit 4C,"Queens, NY 11372","84-12 35th Ave Unit 4CQueens, NY 11372",40.7518439,-73.8822788,Queens County
Co-op,Belle Harbor Realty,349000,1,1,1017,13811 Beach Channel Dr Unit 8C,"Brooklyn, NY 11694","13811 Beach Channel Dr Unit 8CBrooklyn, NY 11694",40.5781687,-73.8586706,Queens County
House,EXIT REALTY ONE,968000,3,2,1344,61-23 Booth St,"Rego Park, NY 11374","61-23 Booth StRego Park, NY 11374",40.7309404,-73.8683812,Queens County
Condo,RE MAX 1st Choice,569000,2,2,2184,64-34 Grand Central Pkwy Unit 2A,"Forest Hills, NY 11375","64-34 Grand Central Pkwy Unit 2AForest Hills, NY 11375",40.7332174,-73.8448704,Queens County
Condo,Robert Defalco Realty Inc.,238000,1,1,650,20 Cliff St Apt 8F,"Staten Island, NY 10305","20 Cliff St Apt 8FStaten Island, NY 10305",40.6109595,-74.060351,Richmond County
House,REALHome Services & Solutions,911600,3,2,1596,32-26 Parsons Blvd,"Flushing, NY 11354","32-26 Parsons BlvdFlushing, NY 11354",40.7685072,-73.8246067,Queens County
House,Howard Hanna | Rand Realty,598000,3,2,1144,3088 Heath Ave,"Bronx, NY 10463","3088 Heath AveBronx, NY 10463",40.87796,-73.9011666,Bronx County
Condo,Keller Williams Legendary,472000,1,1,700,85-28 Grand Ave Unit 4C,"Elmhurst, NY 11373","85-28 Grand Ave Unit 4CElmhurst, NY 11373",40.73531,-73.8812513,Queens County
House,Fillmore Real Estate,549000,1,2,2184,133-38 130th St,"South Ozone Park, NY 11420","133-38 130th StSouth Ozone Park, NY 11420",40.669243,-73.809973,Queens County
House,RE MAX Edge,1085000,5,3,1200,1625 71st St,"Brooklyn, NY 11204","1625 71st StBrooklyn, NY 11204",40.618311,-73.997597,Kings County
Multi-family home,Keller Williams Hudson Valley,680000,3,2,1535,664 Crescent St,"Brooklyn, NY 11208","664 Crescent StBrooklyn, NY 11208",40.6713695,-73.869277,Kings County
Condo,Howard Hanna | Rand Realty,200000,1,2,637,1561 Unionport Rd Apt Td,"Bronx, NY 10462","1561 Unionport Rd Apt TdBronx, NY 10462",40.8389649,-73.8613485,Bronx County
Co-op,Century Homes Realty Group LLC,210000,2,1,1000,144-55 Melbourne Ave Unit 1H,"Flushing, NY 11367","144-55 Melbourne Ave Unit 1HFlushing, NY 11367",40.734848,-73.8232512,Queens County
Townhouse,Re/Max Edge,525000,2,2,996,51 Anaconda St,"Staten Island, NY 10312","51 Anaconda StStaten Island, NY 10312",40.546286,-74.195582,Richmond County
Multi-family home,Prime Realty,999000,5,3,2184,7312 Avenue U,"Brooklyn, NY 11234","7312 Avenue UBrooklyn, NY 11234",40.6207744,-73.9055089,Kings County
House,Sovereign Realty Of Ny Inc,519000,3,2,1200,99-50 164th Ave,"Howard Beach, NY 11414","99-50 164th AveHoward Beach, NY 11414",40.651735,-73.830298,Queens County
House,Wonica REALTORS & Appraisers,728900,4,1,960,305 S Greenleaf Ave,"Staten Island, NY 10314","305 S Greenleaf AveStaten Island, NY 10314",40.6163157,-74.1248333,Richmond County
Co-op,Brown Harris Stevens Forest Hills LLC,549000,2,1,2184,110-11 Queens Blvd Unit 6L,"Queens, NY 11375","110-11 Queens Blvd Unit 6LQueens, NY 11375",40.7201292,-73.8398387,Queens County
Co-op,EXIT REALTY FIRST CHOICE,299999,2,2,1300,1835 Corporal Kennedy St Apt 2F,"Bayside, NY 11360","1835 Corporal Kennedy St Apt 2FBayside, NY 11360",40.7808597,-73.7834998,Queens County
Pending,Corcoran Park Slope,1800000,7,4,2832,729 E 18th St,"Brooklyn, NY 11230","729 E 18th StBrooklyn, NY 11230",40.6331671,-73.9597006,Kings County
Co-op,Corcoran Park Avenue South,1195000,2,2,2184,25 W 13th St Apt 1ON,"New York, NY 10011","25 W 13th St Apt 1ONNew York, NY 10011",40.7361476,-73.9955368,New York County
Co-op,Keller Williams NYC,200000,1,1,2184,86-16 60th Ave Unit 2N,"Queens, NY 11373","86-16 60th Ave Unit 2NQueens, NY 11373",40.7304899,-73.8735933,Queens County
Condo,Ashford Homes LLC,599000,2,2,1095,2818 W 17th St Apt 1B,"Brooklyn, NY 11224","2818 W 17th St Apt 1BBrooklyn, NY 11224",40.5784256,-73.9853674,Kings County
Co-op,COMPASS,1775000,2,2,2184,124 Thompson St Unit 27/28,"Manhattan, NY 10012","124 Thompson St Unit 27/28Manhattan, NY 10012",40.7261696,-74.0013901,New York County
Multi-family home,Akcess24homes Inc,1059000,6,3,2184,124 Norwood Ave,"Brooklyn, NY 11208","124 Norwood AveBrooklyn, NY 11208",40.6830732,-73.8797396,Kings County
House,Red Door Realty Group,1288888,3,4,1672,661 Ocean Ter,"Staten Island, NY 10301","661 Ocean TerStaten Island, NY 10301",40.6069525,-74.1016936,Richmond County
House,DiTommaso Real Estate,1399999,3,2,2700,316 Brehaut Ave,"Staten Island, NY 10307","316 Brehaut AveStaten Island, NY 10307",40.5116874,-74.2388187,Richmond County
House,Keller Williams Ny Realty,725000,3,2,2410,4316 Ely Ave,"Bronx, NY 10466","4316 Ely AveBronx, NY 10466",40.8965547,-73.8476725,Bronx County
Co-op,Keller Williams Realty Liberty,232500,1,1,2184,123-35 82nd Rd Unit 3R,"Kew Gardens, NY 11415","123-35 82nd Rd Unit 3RKew Gardens, NY 11415",40.7121373,-73.8277084,Queens County
Co-op,COMPASS,250000,3,1,2184,11 St Nicholas Ave Unit 3E,"Manhattan, NY 10026","11 St Nicholas Ave Unit 3EManhattan, NY 10026",40.7992319,-73.9526079,New York County
House,Fillmore Real Estate,639000,2,2,862,1755 E 51st St,"Brooklyn, NY 11234","1755 E 51st StBrooklyn, NY 11234",40.6175251,-73.9255226,Kings County
House,Exp Realty,950000,4,4,2060,115-14 10th Ave,"College Point, NY 11356","115-14 10th AveCollege Point, NY 11356",40.7884912,-73.8515778,Queens County
Co-op,All Area Brokerage Inc,430000,2,1,2184,65-15 38th Ave Unit 3D,"Woodside, NY 11377","65-15 38th Ave Unit 3DWoodside, NY 11377",40.7472542,-73.8978152,Queens County
Co-op,TUDO - Tudor Realty Services,299000,3,1,2184,5 Tudor City Pl Apt 1426,"New York, NY 10017","5 Tudor City Pl Apt 1426New York, NY 10017",40.7488491,-73.9716161,New York County
Co-op,New Concept Sheiks Realty Inc.,279000,3,1,1400,2199 Holland Ave Unit Le,"Bronx, NY 10462","2199 Holland Ave Unit LeBronx, NY 10462",40.8563536,-73.865974,Bronx County
House,RE MAX Real Estate Professionals,1725000,3,2,1508,132 91st St,"Brooklyn, NY 11209","132 91st StBrooklyn, NY 11209",40.6208655,-74.036863,Kings County
Multi-family home,RE/MAX Elite,1698000,4,4,3620,66 Archwood Ave,"Staten Island, NY 10312","66 Archwood AveStaten Island, NY 10312",40.5357703,-74.1849822,Richmond County
House,RE MAX Edge,438000,2,2,1354,123 Jamie Ln,"Staten Island, NY 10312","123 Jamie LnStaten Island, NY 10312",40.5628043,-74.1853825,Richmond County
Co-op,qvtopservice,100000,3,1,512,1040 Neilson St Apt 3A,"Far Rockaway, NY 11691","1040 Neilson St Apt 3AFar Rockaway, NY 11691",40.6042895,-73.7478287,Queens County
Co-op,Keller Williams Realty Elite,299000,1,1,2184,37-20 81st St Unit 2E,"Jackson Heights, NY 11372","37-20 81st St Unit 2EJackson Heights, NY 11372",40.7490984,-73.8849909,Queens County
Condo,Winzone Realty Inc,625000,2,2,995,2 Bay Club Rd Unit 1M,"Bayside, NY 11360","2 Bay Club Rd Unit 1MBayside, NY 11360",40.7780359,-73.7808993,Queens County
House,KA REALTY GROUP INC,350000,3,2,1520,399 Linwood St,"Brooklyn, NY 11208","399 Linwood StBrooklyn, NY 11208",40.6758271,-73.8828978,Kings County
Co-op,Eden7 Realty Inc,699999,3,2,2184,1040 Carroll St Unit 6B,"Crown Heights, NY 11213","1040 Carroll St Unit 6BCrown Heights, NY 11213",40.6672186,-73.9566539,Kings County
Co-op,Keller Williams NYC,529000,1,1,2184,301 E 22nd St Apt 2R,"New York, NY 10010","301 E 22nd St Apt 2RNew York, NY 10010",40.7371253,-73.9806613,New York County
House,Charles Rutenberg Realty Inc,599000,3,2,1208,88-20 78th St,"Jamaica, NY 11421","88-20 78th StJamaica, NY 11421",40.6892122,-73.8634426,Queens County
Co-op,Ortiz Home Selling Team Llc,279900,1,1,900,1020 Grand Concourse Apt 14D,"Bronx, NY 10451","1020 Grand Concourse Apt 14DBronx, NY 10451",40.8301222,-73.9202611,Bronx County
Co-op,Platzner International Group,165000,1,1,875,205 E 238th St Apt 1J,"Bronx, NY 10470","205 E 238th St Apt 1JBronx, NY 10470",40.8994229,-73.8706379,Bronx County
Co-op,Douglas Elliman - 664 Fulton,270000,1,1,2184,2155 82nd St Apt 5O,"Brooklyn, NY 11214","2155 82nd St Apt 5OBrooklyn, NY 11214",40.6047809,-73.9920476,Kings County
Condo,WIESNER ROCIO D,625000,2,1,825,4-74 48 Ave Ph 3C,"Long Island City, NY 11109","4-74 48 Ave Ph 3CLong Island City, NY 11109",40.744346,-73.957101,Queens County
Pending,Keller Williams Rlty Landmark,1970000,4,4,3111,303 Knollwood Ave,"Douglaston, NY 11363","303 Knollwood AveDouglaston, NY 11363",40.7800183,-73.7514697,Queens County
Multi-family home,Ycl Real Estate Consulting,580000,5,2,1780,49 3 Brighton Ct,"Brooklyn, NY 11235","49 3 Brighton CtBrooklyn, NY 11235",40.5874424,-73.9675716,Kings County
Condo,Keller Williams NYC,979000,3,2,1272,324 77th St Apt 2C,"Brooklyn, NY 11209","324 77th St Apt 2CBrooklyn, NY 11209",40.6295982,-74.0275565,Kings County
Co-op,Keller Williams NYC,269000,2,1,2184,2090 Madison Ave Apt 3D,"New York, NY 10037","2090 Madison Ave Apt 3DNew York, NY 10037",40.8099353,-73.9377818,New York County
House,Park Assets Real Estate Corp,1700000,3,4,2184,137-25 133rd Ave,"Jamaica, NY 11436","137-25 133rd AveJamaica, NY 11436",40.6693668,-73.7996259,Queens County
Co-op,Sotheby's International Realty - Downtown Manhattan,499000,2,2,2184,519 E 87th St Apt D,"New York, NY 10128","519 E 87th St Apt DNew York, NY 10128",40.7762825,-73.9453865,New York County
House,"Century 21 Amiable Realty Group II, Inc.",1699888,3,3,2275,160-14 83rd St,"Howard Beach, NY 11414","160-14 83rd StHoward Beach, NY 11414",40.6556445,-73.848959,Queens County
House,Milky Forst Properties Inc,3100000,6,4,2184,555 Oak Dr,"Far Rockaway, NY 11691","555 Oak DrFar Rockaway, NY 11691",40.6021451,-73.7401761,Queens County
House,RE MAX Distinguished Homes & Properties,499000,4,2,1752,2712 Heath Ave,"Bronx, NY 10463","2712 Heath AveBronx, NY 10463",40.8717268,-73.9050847,Bronx County
Multi-family home,KELLER WILLIAMS REALTY LANDMARK II,1250000,6,2,3312,95-18 42 Ave,"Elmhurst, NY 11373","95-18 42 AveElmhurst, NY 11373",40.7459265,-73.868944,Queens County
Co-op,CENTURY 21 Homefront,245000,2,1,900,2260 Burnett St Apt 1F,"Brooklyn, NY 11229","2260 Burnett St Apt 1FBrooklyn, NY 11229",40.6014996,-73.9324298,Kings County
Co-op,Brown Harris Stevens,425000,3,1,450,410 W 23rd St Apt 6E,"Manhattan, NY 10011","410 W 23rd St Apt 6EManhattan, NY 10011",40.7464807,-74.0018835,New York County
House,"Chris Homes & Lands, Inc.",799000,3,2,2340,825 Rockland Ave,"Staten Island, NY 10314","825 Rockland AveStaten Island, NY 10314",40.5887913,-74.1444799,Richmond County
Multi-family home,Lj Estates Inc,725000,4,2,1700,445 Milford St Unit 04457-0058,"Brooklyn, NY 11208","445 Milford St Unit 04457-0058Brooklyn, NY 11208",40.6681943,-73.8749046,Kings County
Co-op,Dynamik Real Estate,3695000,2,2,1697,292 Lafayette St Apt 2E,"Manhattan, NY 10012","292 Lafayette St Apt 2EManhattan, NY 10012",40.7246503,-73.9960912,New York County
Pending,Jamie & Connie Real Estate Grp,3100000,4,2,3600,145-38 3rd Ave,"Whitestone, NY 11357","145-38 3rd AveWhitestone, NY 11357",40.7956412,-73.8246757,Queens County
House,Real Broker NY LLC,1499999,5,3,2184,114-15 91st Ave,"Richmond Hill, NY 11418","114-15 91st AveRichmond Hill, NY 11418",40.695043,-73.832656,Queens County
House,E Realty International Corp,1250000,4,3,2184,32-15 168th St,"Flushing, NY 11358","32-15 168th StFlushing, NY 11358",40.7684367,-73.7969886,Queens County
House,"Compass Greater Ny, Llc",1199000,4,1,1840,7702 15th Ave,"Brooklyn, NY 11228","7702 15th AveBrooklyn, NY 11228",40.6165131,-74.0045846,Kings County
Condo,Metro Real Estate Inc,719000,3,2,2184,154-11 Riverside Dr Unit 17B,"Whitestone, NY 11357","154-11 Riverside Dr Unit 17BWhitestone, NY 11357",40.7964178,-73.8058096,Queens County
Co-op,Keystone Realty USA Corp,169000,3,1,2184,72-61 113 St Unit 4B,"Forest Hills, NY 11375","72-61 113 St Unit 4BForest Hills, NY 11375",40.7205894,-73.8359422,Queens County
Co-op,BESMATCH REAL ESTATE,99000,1,1,850,1177 Anderson Ave Apt 2D,"Bronx, NY 10452","1177 Anderson Ave Apt 2DBronx, NY 10452",40.83645,-73.924271,Bronx County
House,Sowae Corp,399000,3,2,1601,104-06 212 St,"Queens, NY 11429","104-06 212 StQueens, NY 11429",40.7115495,-73.7464296,Queens County
Condo,Corcoran West Side Gallery,1300000,2,2,1140,392 Central Park W Apt 1R,"New York, NY 10025","392 Central Park W Apt 1RNew York, NY 10025",40.7945469,-73.9649582,New York County
Multi-family home,Keystone Realty USA Corp,888000,5,4,2184,527 Glenmore Ave,"Brooklyn, NY 11207","527 Glenmore AveBrooklyn, NY 11207",40.6741308,-73.8908415,Kings County
Multi-family home,Keller Williams Rlty Landmark,1308888,4,3,2184,17-20 150th St,"Whitestone, NY 11357","17-20 150th StWhitestone, NY 11357",40.7836228,-73.8141298,Queens County
House,Russo Realty Properties,1265000,3,2,2184,64-30 72nd St,"Middle Village, NY 11379","64-30 72nd StMiddle Village, NY 11379",40.7151328,-73.8834603,Queens County
Condo,Remax Edge - RE/MAX EDGE,558000,1,1,751,346 91st St Apt 307,"Brooklyn, NY 11209","346 91st St Apt 307Brooklyn, NY 11209",40.619526,-74.0311577,Kings County
House,RE MAX 1st Choice,1280000,4,2,2340,240-67 Poplar St,"Douglaston, NY 11363","240-67 Poplar StDouglaston, NY 11363",40.7690548,-73.7444989,Queens County
Co-op,Brown Harris Stevens- 3531 Johnson Avenue,429000,2,2,1450,3515 Henry Hudson Pkwy Apt 3D,"Bronx, NY 10463","3515 Henry Hudson Pkwy Apt 3DBronx, NY 10463",40.8868607,-73.9129726,Bronx County
Condo,"Tom Crimmins Realty, Ltd.",399900,2,2,853,120 Wellington Ct Apt 1B,"Staten Island, NY 10314","120 Wellington Ct Apt 1BStaten Island, NY 10314",40.5803785,-74.1578058,Richmond County
House,NoBroker,499900,3,1,1040,334 Harbor Rd,"Staten Island, NY 10303","334 Harbor RdStaten Island, NY 10303",40.6281869,-74.1606727,Richmond County
Multi-family home,Weichert Realtors The Franzese Group,2489000,4,4,2334,230 7th St,"Brooklyn, NY 11215","230 7th StBrooklyn, NY 11215",40.671985,-73.9889397,Kings County
Condo,JM Properties,255500,1,1,950,422 Maryland Ave Apt 3D,"Staten Island, NY 10305","422 Maryland Ave Apt 3DStaten Island, NY 10305",40.6077498,-74.0743086,Richmond County
Condo,COMPASS,395000,3,1,2184,233 E 86th St Apt 5D,"Manhattan, NY 10028","233 E 86th St Apt 5DManhattan, NY 10028",40.778484,-73.9524912,New York County
Multi-family home,B Square Realty,1090000,5,3,2184,507 127th St,"College Point, NY 11356","507 127th StCollege Point, NY 11356",40.7922364,-73.8405165,Queens County
Multi-family home,REALHome Services & Solutions,471300,4,2,2175,672 Van Siclen Ave,"Brooklyn, NY 11207","672 Van Siclen AveBrooklyn, NY 11207",40.6629386,-73.8878146,Kings County
House,Weichert Realtors The Franzese Group,1089000,4,2,1720,649 Bay Ridge Pkwy,"Brooklyn, NY 11209","649 Bay Ridge PkwyBrooklyn, NY 11209",40.6275081,-74.018889,Kings County
Co-op,Bedford Brownstone Realty LLC,220000,1,1,500,767 Eastern Pkwy Apt 1A,"Brooklyn, NY 11213","767 Eastern Pkwy Apt 1ABrooklyn, NY 11213",40.6699448,-73.9429395,Kings County
Co-op,Joachim Realty Llc,295000,2,1,950,234-18 131st Ave Unit Lower,"Rosedale, NY 11422","234-18 131st Ave Unit LowerRosedale, NY 11422",40.6778447,-73.7335012,Queens County
House,Katz Realty,1375000,5,4,2704,19 Bascom Pl,"Staten Island, NY 10314","19 Bascom PlStaten Island, NY 10314",40.606711,-74.1447092,Richmond County
Co-op,J. Sikar Realty,399000,2,2,1050,2944 W 5th St Apt 19C,"Brooklyn, NY 11224","2944 W 5th St Apt 19CBrooklyn, NY 11224",40.5776924,-73.9737314,Kings County
Co-op,Exit Realty Private Client,219999,2,1,800,3240 Riverdale Ave Apt 4B,"Bronx, NY 10463","3240 Riverdale Ave Apt 4BBronx, NY 10463",40.8833792,-73.907461,Bronx County
Co-op,Corcoran,129000,3,1,2184,87-15 165th St Unit 2A,"Jamaica, NY 11432","87-15 165th St Unit 2AJamaica, NY 11432",40.7104509,-73.7982064,Queens County
Co-op,COMPASS,329000,1,1,2184,48-17 42nd St Unit 4B,"Queens, NY 11104","48-17 42nd St Unit 4BQueens, NY 11104",40.739059,-73.9229803,Queens County
House,Herman & Co. New York,639000,4,2,1856,2341 Richmond Rd,"Staten Island, NY 10306","2341 Richmond RdStaten Island, NY 10306",40.5774962,-74.1181004,Richmond County
Contingent,"Robert DeFalco Realty, Inc.",750000,4,4,1240,114 McArthur Ave,"Staten Island, NY 10312","114 McArthur AveStaten Island, NY 10312",40.5546832,-74.1780566,Richmond County
House,Prominent Properties Sotheby's International Realty,499999,3,2,1763,12 Irving Pl,"Staten Island, NY 10304","12 Irving PlStaten Island, NY 10304",40.6175808,-74.0858322,Richmond County
Co-op,Douglas Elliman - Bayside,560000,2,2,2184,110-20 71 Ave Unit 330,"Forest Hills, NY 11375","110-20 71 Ave Unit 330Forest Hills, NY 11375",40.7223099,-73.84153,Queens County
Townhouse,RE/MAX City Square,1268000,3,2,1513,102-37 68th Ave,"Forest Hills, NY 11375","102-37 68th AveForest Hills, NY 11375",40.7240812,-73.8521227,Queens County
House,BROOKLYN`S 4 U REALTY,1899000,7,4,2800,2719 Whitman Dr,"Brooklyn, NY 11234","2719 Whitman DrBrooklyn, NY 11234",40.6049921,-73.9106532,Kings County
Co-op,NY Empire Real Estate,888000,3,2,1600,69-10 108 St Unit 4C,"Forest Hills, NY 11375","69-10 108 St Unit 4CForest Hills, NY 11375",40.724514,-73.8458441,Queens County
House,Prospes Real Estate Corp,1250000,4,2,2184,146-11 Delaware Ave,"Flushing, NY 11355","146-11 Delaware AveFlushing, NY 11355",40.7562704,-73.8180817,Queens County
